Label,Overall_Total,PB_BE,Result
LCA_ACIDIFICATION,368.1240574904793,1375.0,0.2677265872658031
LCA_CO2,103629.374729,9363.75,11.067080467654518
LCA_ECOTOXICITY,2086767.603236446,180125.0,11.585108137329332
LCA_FRESHWATER_EUT,14.46704865827298,7.98875,1.8109276993613495
LCA_MARINE_EUT,96.35971623037314,276.375,0.3486556896621371
LCA_TERRESTRIAL_EUT,935.0831537364875,8428.75,0.11093971866961144
LCA_HUMAN_TOXICITY_CARC,7.149964273645289e-05,0.00132275,0.054053783962542346
LCA_HUMAN_TOXICITY_NOCARC,0.001359379687808819,0.005637499999999999,0.2411316519394801
LCA_IONIZING_RADIATION,14844.87799775151,724625.0,0.020486290146974655
LCA_LANDUSE,597498.5230660556,17462.5,34.21609294580132
LCA_MINERAL_DEPLETION,1.590219070534792,0.301125,5.2809267597668486
LCA_PARTICULATE_MATTER,0.004497840296259261,0.0007095,6.339450734685358
LCA_OZONE_TROPOS,301.8699858046342,559.625,0.5394147613216604
LCA_WATER_DEPLETION,27317.53536158731,250249.99999999997,0.10916098046588336
LCA_ABIOTIC_DEPLETION,1901300.28898012,308000.0,6.173052886299091
LCA_OZONE_DEPLETION,0.01845420323040018,0.7411249999999999,0.02490025735253862
