Label,Overall_Total,PB_BE,Result
LCA_ACIDIFICATION,290.4006863772878,1375.0,0.21120049918348202
LCA_CO2,55814.08855899999,9363.75,5.960655566306233
LCA_ECOTOXICITY,1862356.6209218,180125.0,10.339245640093267
LCA_FRESHWATER_EUT,12.03200267565488,7.98875,1.5061183133349874
LCA_MARINE_EUT,78.18054420052056,276.375,0.2828784955242716
LCA_TERRESTRIAL_EUT,710.7601652498291,8428.75,0.08432569067178752
LCA_HUMAN_TOXICITY_CARC,5.68552133527918e-05,0.00132275,0.04298258427729488
LCA_HUMAN_TOXICITY_NOCARC,0.001340136566008568,0.005637499999999999,0.23771823787291674
LCA_IONIZING_RADIATION,7429.286871748461,724625.0,0.010252595303430687
LCA_LANDUSE,537398.0964077292,17462.5,30.77440781146624
LCA_MINERAL_DEPLETION,1.773942449614556,0.301125,5.891050060986488
LCA_PARTICULATE_MATTER,0.00361759886541145,0.0007095,5.098800374082383
LCA_OZONE_TROPOS,219.504280584387,559.625,0.3922345867042877
LCA_WATER_DEPLETION,36349.45105184743,250249.99999999997,0.145252551655734
LCA_ABIOTIC_DEPLETION,1065156.325107942,308000.0,3.4582997568439677
LCA_OZONE_DEPLETION,0.01115950408206104,0.7411249999999999,0.01505751942258194
