Label,Overall_Total,PB_BE,Result
LCA_ACIDIFICATION,293.8146654982825,1375.0,0.21368339308966003
LCA_CO2,56428.921561,9363.75,6.026316546362302
LCA_ECOTOXICITY,1728431.365102446,180125.0,9.595732769479229
LCA_FRESHWATER_EUT,10.43512836183531,7.98875,1.3062279282535205
LCA_MARINE_EUT,77.77571090680637,276.375,0.28141369844163316
LCA_TERRESTRIAL_EUT,788.668502732198,8428.75,0.09356885691617357
LCA_HUMAN_TOXICITY_CARC,5.17598898780797e-05,0.00132275,0.03913051587834414
LCA_HUMAN_TOXICITY_NOCARC,0.001205382606628739,0.005637499999999999,0.21381509651951028
LCA_IONIZING_RADIATION,7481.832553108707,724625.0,0.010325109612708237
LCA_LANDUSE,473860.1436750076,17462.5,27.13587079026529
LCA_MINERAL_DEPLETION,1.555723213321822,0.301125,5.166370156319874
LCA_PARTICULATE_MATTER,0.00352279811561157,0.0007095,4.965184095294672
LCA_OZONE_TROPOS,219.4282187456935,559.625,0.3920986709773393
LCA_WATER_DEPLETION,23015.13187402898,250249.99999999997,0.09196855893717874
LCA_ABIOTIC_DEPLETION,1099340.455022138,308000.0,3.5692871916303184
LCA_OZONE_DEPLETION,0.01214605597062091,0.7411249999999999,0.016388673935734066
