Label,Overall_Total,PB_BE,Result
LCA_ACIDIFICATION,457.419328644148,1375.0,0.3326686026502894
LCA_CO2,143041.793861,9363.75,15.27612269240422
LCA_ECOTOXICITY,2737397.471675974,180125.0,15.197210113398883
LCA_FRESHWATER_EUT,15.42905239775798,7.98875,1.9313475071516797
LCA_MARINE_EUT,99.21280713770707,276.375,0.3589789493901658
LCA_TERRESTRIAL_EUT,976.6644266438637,8428.75,0.11587298551313822
LCA_HUMAN_TOXICITY_CARC,9.275112186640508e-05,0.00132275,0.0701199182509205
LCA_HUMAN_TOXICITY_NOCARC,0.001778151703337537,0.005637499999999999,0.31541493629047224
LCA_IONIZING_RADIATION,57492.54047132963,724625.0,0.07934109431958548
LCA_LANDUSE,740912.4513481853,17462.5,42.42877316238713
LCA_MINERAL_DEPLETION,2.109187565995875,0.301125,7.004358874207971
LCA_PARTICULATE_MATTER,0.005603664319250717,0.0007095,7.898046961593683
LCA_OZONE_TROPOS,320.6670905660289,559.625,0.5730035122913181
LCA_WATER_DEPLETION,35241.64962463215,250249.99999999997,0.1408257727258028
LCA_ABIOTIC_DEPLETION,2955445.962552453,308000.0,9.595603774520951
LCA_OZONE_DEPLETION,0.02843662187797777,0.7411249999999999,0.03836953533881298
