Label,Overall_Total,PB_BE,Result
LCA_ACIDIFICATION,309.7296871660899,1375.0,0.22525795430261084
LCA_CO2,55418.369316,9363.75,5.918394800800961
LCA_ECOTOXICITY,1805905.395985243,180125.0,10.025845362860474
LCA_FRESHWATER_EUT,11.70190772359987,7.98875,1.4647983381129552
LCA_MARINE_EUT,79.67348163944035,276.375,0.2882803496678077
LCA_TERRESTRIAL_EUT,808.2445338641139,8428.75,0.09589138767481702
LCA_HUMAN_TOXICITY_CARC,5.345776167153766e-05,0.00132275,0.040414108237790715
LCA_HUMAN_TOXICITY_NOCARC,0.001266700995567605,0.005637499999999999,0.22469197260622709
LCA_IONIZING_RADIATION,7317.265420688939,724625.0,0.010098002995603159
LCA_LANDUSE,500848.7285169421,17462.5,28.681387459810573
LCA_MINERAL_DEPLETION,1.626534287115398,0.301125,5.401525237411036
LCA_PARTICULATE_MATTER,0.003723429935604617,0.0007095,5.247963263713344
LCA_OZONE_TROPOS,223.0181559866684,559.625,0.39851356888392836
LCA_WATER_DEPLETION,26999.39676932617,250249.99999999997,0.10788969737992476
LCA_ABIOTIC_DEPLETION,1074846.390679717,308000.0,3.48976100870038
LCA_OZONE_DEPLETION,0.01123960889869091,0.7411249999999999,0.015165604855713829
