Label,Overall_Total,PB_BE,Result
LCA_ACIDIFICATION,254.3527957064666,1375.0,0.1849838514228848
LCA_CO2,55418.35328900001,9363.75,5.918393089200375
LCA_ECOTOXICITY,1647912.492389416,180125.0,9.148716127075176
LCA_FRESHWATER_EUT,9.395138481779945,7.98875,1.1760461250858951
LCA_MARINE_EUT,74.49427651835927,276.375,0.26954057537172055
LCA_TERRESTRIAL_EUT,681.952730325607,8428.75,0.08090793181973686
LCA_HUMAN_TOXICITY_CARC,5.266587235028933e-05,0.00132275,0.03981543931225805
LCA_HUMAN_TOXICITY_NOCARC,0.001192885691891826,0.005637499999999999,0.21159834889433723
LCA_IONIZING_RADIATION,7664.00858058451,724625.0,0.010576516930252904
LCA_LANDUSE,437978.5585158933,17462.5,25.081091396758385
LCA_MINERAL_DEPLETION,1.586928280079551,0.301125,5.269998439450564
LCA_PARTICULATE_MATTER,0.003189629115142981,0.0007095,4.495601289842115
LCA_OZONE_TROPOS,214.4995292016498,559.625,0.38329154201769006
LCA_WATER_DEPLETION,21831.94965100799,250249.99999999997,0.08724055804598599
LCA_ABIOTIC_DEPLETION,1134914.863536457,308000.0,3.6847885179755098
LCA_OZONE_DEPLETION,0.0128034944864277,0.7411249999999999,0.01727575575837774
