Label,Overall_Total,PB_BE,Result
LCA_ACIDIFICATION,235.0444784392872,1375.0,0.17094143886493615
LCA_CO2,55418.353482,9363.75,5.918393109811774
LCA_ECOTOXICITY,1747674.05011305,180125.0,9.702562387858709
LCA_FRESHWATER_EUT,7.471892080910797,7.98875,0.9353017782394989
LCA_MARINE_EUT,83.11230076255748,276.375,0.3007229335596833
LCA_TERRESTRIAL_EUT,748.0606137912105,8428.75,0.08875107385925676
LCA_HUMAN_TOXICITY_CARC,5.393224060167703e-05,0.00132275,0.040772814667682504
LCA_HUMAN_TOXICITY_NOCARC,0.001115436564750135,0.005637499999999999,0.19786014452330555
LCA_IONIZING_RADIATION,7721.565365365089,724625.0,0.01065594668327078
LCA_LANDUSE,921271.80075741,17462.5,52.75715394459041
LCA_MINERAL_DEPLETION,1.586933268323397,0.301125,5.270015004809953
LCA_PARTICULATE_MATTER,0.002822599335598609,0.0007095,3.9782936372073423
LCA_OZONE_TROPOS,207.8817331259719,559.625,0.3714661302228669
LCA_WATER_DEPLETION,25185.58011083518,250249.99999999997,0.10064167876457616
LCA_ABIOTIC_DEPLETION,1011128.12727822,308000.0,3.282883530124091
LCA_OZONE_DEPLETION,0.01161702419122455,0.7411249999999999,0.015674851329026213
