Label,Overall_Total,PB_BE,Result
LCA_ACIDIFICATION,210.3617964015966,1375.0,0.15299039738297934
LCA_CO2,24014.44747700002,9363.75,2.5646186065411847
LCA_ECOTOXICITY,1713143.228039723,180125.0,9.51085761576529
LCA_FRESHWATER_EUT,7.598744401154874,7.98875,0.9511806479305115
LCA_MARINE_EUT,76.50527969847204,276.375,0.2768169324232367
LCA_TERRESTRIAL_EUT,575.6664703720373,8428.75,0.06829796474827671
LCA_HUMAN_TOXICITY_CARC,5.567867969864169e-05,0.00132275,0.042093123945297066
LCA_HUMAN_TOXICITY_NOCARC,0.001199635956594029,0.005637499999999999,0.21279573509428454
LCA_IONIZING_RADIATION,5678.980879206048,724625.0,0.0078371307630927
LCA_LANDUSE,945798.8589756713,17462.5,54.16170989123386
LCA_MINERAL_DEPLETION,1.861621450782127,0.301125,6.182221505295566
LCA_PARTICULATE_MATTER,0.002505905246304829,0.0007095,3.5319312844324586
LCA_OZONE_TROPOS,151.9442836688982,559.625,0.27151089331051725
LCA_WATER_DEPLETION,49267.57948044112,250249.99999999997,0.19687344447728722
LCA_ABIOTIC_DEPLETION,655600.6189240149,308000.0,2.1285734380649832
LCA_OZONE_DEPLETION,0.009039796634581303,0.7411249999999999,0.01219739805644298
